Vedette Longue (>30chars)
out:DT01-00132 Ambérieux-en-Dombes (La Forêt d'),
out:DT01-01003 Biez-de-l'Étang-de-la-Potière (Le),
out:DT01-01111 Blancherie (Le Ruisseau-de-la-),
out:DT01-02675 Château-de-Martignat-sur-l'Île (Le),
out:DT01-02729 Châtelard de Broyes, de Brosses ou 
out:DT01-03129 Colombier (Chaîne-du-Grand-) ou 
out:DT01-04381 Étang-de-la-Petite-Léchère (L'),
out:DT01-04543 Faubourg-des-Granges (Grand- et Petit-),
out:DT01-04837 Fossé-des-Prairies-Bernalin (Le),
out:DT01-05624 Hôpital-de-Saint-Remy-du-Mont (L'),
out:DT01-06584 Massieux (L'Ancienne-Rivière-de-),
out:DT01-07563 Notre-Dame-des-Mares, des Marais ou de Bresse,
out:DT01-08858 Rocher-de-Saint-Symphorien (Le),
out:DT01-09006 Route de Bâgé-le-Châtel à Saint-Trivier-de-Courtes,
out:DT01-09007 Route de Bâgé-le-Châtel à Saint-Trivier-sur-Moignans,
out:DT01-09008 Route de Bâgé-le-Châtel à Treffort,
out:DT01-09014 Route de Belley à Saint-Rambert,
out:DT01-09021 Route de Bourg à Marboz et à Pirajoux
out:DT01-09025 Route de Château-Gaillard à Blyes,
out:DT01-09026 Route de Chalamont à Chazey-sur-Ain,
out:DT01-09027 Route de Châtillon-de-Michaille à Seyssel,
out:DT01-09028 Route de Châtillon-sur-Chalaronne à Saint-Trivier-de-Courtes,
out:DT01-09029 Route de Châtillon-sur-Chalaronne à Thoissey
out:DT01-09032 Route de Condeyssiat à Saint-Paul-de-Varax,
out:DT01-09033 Route de Gex à Pouilly-Saint-Genis
out:DT01-09036 Route de Lagnieu à Châtillon-de-Corneille,
out:DT01-09039 Route de Saint-Trivier-sur-Moignans à Messimy.
out:DT01-09042 Route de Miribel à Neuville-sur-Saône,
out:DT01-09043 Route du Montellier à Versailleux,
out:DT01-09045 Route de Montluel à Neuville-sur-Saône,
out:DT01-09046 Route de Montluel à Villefranche,
out:DT01-09052 Route de Poncin à Saint-Rambert,
out:DT01-09056 Route de Saint-Sorlin à Saint-Vulbas.
out:DT01-09058 Route-de-Saint-Trivier-sur-Moignans à Lyon
out:DT01-09059 Route de Saint-Trivier-sur-Moignans à Pont-de-Vaux,
out:DT01-09060 Route de Saint-Trivier-sur-Moignans à Thoissey
out:DT01-09062 Route de Trévoux à Ambérieu-en-Bugey,
out:DT01-09068 Route de Villars à Neuville-sur-Saône,
out:DT01-09069 Route de Villars à Saint-Trivier-sur-Moignans,
out:DT01-09071 Route nationale n° 5 (1re classe),
out:DT01-09072 Route nationale n° 75 (3e classe),
out:DT01-09073 Route nationale n° 79 (3e classe),
out:DT01-09074 Route nationale n° 83 (3e classe),
out:DT01-09075 Route nationale n° 84 (3e classe),
out:DT01-09076 Route nationale n° 92 (3e classe),
out:DT01-09077 Route nationale n° 206 (3e classe),
out:DT01-09143 Ruisseau-de-la-Croix-Chalon (Le),
out:DT01-09144 Ruisseau-de-la-Grange-Blanche (Le),
out:DT01-09151 Ruisseau-de-Massieux (Le), auj. 
out:DT01-09168 Ruisseau-des-Bertrandières (Le),
out:DT01-09188 Ruisseau-du-Grand-Abergement (Le),
out:DT01-09190 Ruisseau-du-Petit-Abergement (Le),
out:DT01-09315 Sainte-Catherine-de-Genouilleux,
out:DT01-09380 Saint-Jacques et Saint-Philippe,
out:DT01-09381 Saint-Jacques et Saint-Philippe,
out:DT01-09389 Saint-Jean-Baptiste-de-Mogneneins,
out:DT01-10154 Temple-de-Saint-Martin-le-Châtel (Le),
out:DT01-10434 Tour-Neuve-derrière-Sanciat (La),
out:DT01-10477 Trappe-de-Notre-Dame-des-Dombes (La),
out:DT01-11053 Vidange de l'Etang-Romagne (La),
