P81915859	DT22-00001
P67512509	DT22-00002
P40602444	DT22-00003
P87355626	DT22-00004
P30827175	DT22-00004bis
P27431290	DT22-00004ter
P64133004	DT22-00004quater
P23810633	DT22-00005
P80109366	DT22-00006
P68720830	DT22-00007
P79010852	DT22-00008
P85415883	DT22-00009
P87984203	DT22-00010
P85493683	DT22-00011
P63876617	DT22-00012
P21872917	DT22-00013
P28039536	DT22-00014
P84214342	DT22-00015
P35721603	DT22-00016
P38624858	DT22-00016bis
P02096742	DT22-00017
P90305565	DT22-00018
P69323102	DT22-00019
P61785739	DT22-00020
P39163832	DT22-00021
P64537506	DT22-00022
P34308024	DT22-00023
P83209492	DT22-00024
P44013296	DT22-00025
P41664851	DT22-00025bis
P23189060	DT22-00026
P95660056	DT22-00027
P94212158	DT22-00028
P61636940	DT22-00029
P71785696	DT22-00030
P61253434	DT22-00030bis
P29803890	DT22-00031
P54876865	DT22-00032
P09367867	DT22-00033
P12181670	DT22-00034
P26281456	DT22-00035
P27944047	DT22-00036
P07725057	DT22-00037
P43547304	DT22-00038
P30377396	DT22-00039
P40547017	DT22-00040
P56611597	DT22-00041
P64458335	DT22-00042
P40296020	DT22-00043
P86741211	DT22-00044
P51180406	DT22-00045
P61076777	DT22-00046
P84493749	DT22-00047
P17802129	DT22-00048
P67741893	DT22-00049
P28525397	DT22-00050
P66711635	DT22-00051
P50516073	DT22-00052
P17605659	DT22-00052bis
P97414441	DT22-00053
P73499513	DT22-00054
P78218229	DT22-00055
P90154893	DT22-00056
P80045749	DT22-00057
P55691220	DT22-00058
P88251769	DT22-00059
P85894837	DT22-00060
P78502351	DT22-00061
P76347352	DT22-00062
P08987220	DT22-00063
P77501563	DT22-00064
P68903511	DT22-00065
P75051088	DT22-00066
P71077646	DT22-00067
P53011997	DT22-00068
P19761636	DT22-00069
P79323901	DT22-00070
P85908632	DT22-00071
P43505353	DT22-00072
P39097475	DT22-00073
P50173049	DT22-00074
P67483403	DT22-00075
P44307835	DT22-00076
P33616727	DT22-00077
P31658589	DT22-00078
P41854644	DT22-00079
P24290920	DT22-00080
P58338331	DT22-00081
P62960474	DT22-00082
P31232387	DT22-00083
P67987559	DT22-00084
P95523901	DT22-00085
P63129128	DT22-00086
P81459456	DT22-00087
P70657973	DT22-00088
P40457087	DT22-00089
P71084241	DT22-00090
P77912951	DT22-00091
P46967879	DT22-00092
P20747922	DT22-00093
P74766891	DT22-00094
P78059402	DT22-00095
P77398688	DT22-00096
P89788383	DT22-00097
P90961581	DT22-00098
P68374732	DT22-00099
P96663255	DT22-00100
P80564881	DT22-00101
P96415913	DT22-00102
P97096489	DT22-00103
P11593434	DT22-00104
P09109479	DT22-00105
P94390331	DT22-00106
P88840193	DT22-00107
P72155030	DT22-00108
P72766513	DT22-00109
P76212530	DT22-00110
P73590946	DT22-00111
P20859741	DT22-00112
P02915653	DT22-00113
P56150384	DT22-00114
P20078264	DT22-00115
P37919736	DT22-00116
P43114696	DT22-00117
P64979155	DT22-00118
P99775830	DT22-00119
P78644141	DT22-00120
P12865046	DT22-00121
P97137161	DT22-00122
P16357730	DT22-00123
P40112234	DT22-00124
P04153958	DT22-00125
P96403440	DT22-00126
P45105975	DT22-00127
P72867408	DT22-00128
P21805123	DT22-00129
P78517350	DT22-00130
P68708969	DT22-00131
P44476622	DT22-00132
P25158656	DT22-00133
P52935647	DT22-00134
P85444575	DT22-00135
P77251728	DT22-00136
P64402366	DT22-00136bis
P32555045	DT22-00137
P82727582	DT22-00138
P62735375	DT22-00139
P51598166	DT22-00140
P34046052	DT22-00141
P07249954	DT22-00142
P70832750	DT22-00143
P62657938	DT22-00144
P56705445	DT22-00145
P75663631	DT22-00146
P06255833	DT22-00147
P19686509	DT22-00148
P21779539	DT22-00149
