Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT27-06053,"Jonquerets (Les),",commune,"
",non,"
commune réunie en 1845 avec Livet-en-Ouche sous le nom des 
Jonquerets-de-Livet
; fief relevant de la baronnie de Ferrières."
DT27-07051,"Maurentel,",fief en la châtellenie,"
Andely
",non,"
fief en la châtellenie d’
Andely
 (L. P.)."
DT27-00305,"Avoinerie (L’),",hameau,"
Angoville
",27062,"
hameau d’
Angoville
."
DT27-00758,"Bezu,",tiers de fief,"
Angoville
",27062,"
tiers de fief à 
Angoville
, relevant de Brionne."
DT27-04637,"Friches (Les),",hameau,"
Angoville
",27062,"
hameau d’
Angoville
."
DT27-05767,"Himare,",hameau,"
Angoville
",27062,"
hameau d’
Angoville
."
DT27-07468,"Mont-Rousset (Le),",maison isolée,"
Angoville
",27062,"
maison isolée, à 
Angoville
."
DT27-09041,"Prieuré (Le),",hameau,"
Angoville
",27062,"
hameau d’
Angoville
, aujourd’hui Berville-en-Roumois."
DT27-09582,"Rue-Chalot (La),",hameau,"
Angoville
",27062,"
hameau d’
Angoville
."
DT27-00150,"Annebaut,",,"
Annebaut-en-Auge
",27018,"nom des seigneurs d’
Annebaut-en-Auge
 ajouté à celui de leur seigneurie d’Appeville lors de son érection en baronnie en 1549 ; marquisat."
DT27-03929,"Espinay (L’),",huit,"
Appeville-Annebaut
",27018,"
huite de fief à 
Appeville-Annebaut
."
DT27-01590,"Boys (Le),",huit,"
Appeville-dit-Annebaut
",27018,"
huite de fief à 
Appeville-dit-Annebaut
, relevant du comté de Montfort."
DT27-04258,"Fontaine-aux-Malades (Côte de la),",,"
Appeville-dit-Annebaut
",27018,"à 
Appeville-dit-Annebaut
."
DT27-05165,"Gréaume (Les),",maison isolée,"
Appeville-dit-Annebaut
",27018,"
maison isolée, à 
Appeville-dit-Annebaut
."
DT27-06836,"Mare-Godart,",quart de fief,"
Appeville-dit-Annebaut
",27018,"
quart de fief à 
Appeville-dit-Annebaut
, relevant de Montfort-sur-Risle."
DT27-07533,"Mortagne,",aujourd’hui maison isolée,"
Appeville-dit-Annebaut
",27018,"
fief relevant de Brionne, 1135 ; aujourd’hui maison isolée, à 
Appeville-dit-Annebaut
."
DT27-07709,"Moulin du Bois (Le),",moulin,"
Appeville-dit-Annebaut
",27018,"
moulin à 
Appeville-dit-Annebaut
."
DT27-07825,"Mulotière (La),",ferme,"
Appeville-dit-Annebaut
",27018,"
ferme à 
Appeville-dit-Annebaut
."
DT27-08174,"Ortier (L’),",quart de fief,"
Appeville-dit-Annebaut
",27018,"
quart de fief partagé entre 
Appeville-dit-Annebaut
 et Conde-sur-Risle et relevant de Pont-Audemer."
DT27-08725,"Planets (Les),",hameau,"
Appeville-dit-Annebaut
",27018,"
hameau d’
Appeville-dit-Annebaut
, 1310 ; fief relevant d’Annebaut."
DT27-08917,"Portes (Les),",fief,"
Appeville-dit-Annebaut
",27018,"
fief à 
Appeville-dit-Annebaut
."
DT27-09430,"Rondemare,",hameau,"
Appeville-dit-Annebaut
",27018,"
hameau d’
Appeville-dit-Annebaut
 ; ferme de l’abbaye du Bec, 1308 (ch. de Philippe le Bel)."
DT27-09742,"Sainte-Catherine-de-Rondemare,",chapelle,"
Appeville-dit-Annebaut
",27018,"
chapelle à 
Appeville-dit-Annebaut
."
DT27-09811,"Saint-Esprit,",chapelle,"
Appeville-dit-Annebaut
",27018,"
chapelle à 
Appeville-dit-Annebaut
."
DT27-10032,"Sainte-Madeleine-de-l’Ortie,",ancienne chapelle,"
Appeville-dit-Annebaut
",27018,"
ancienne chapelle à 
Appeville-dit-Annebaut
."
DT27-10057,"Sainte-Marguerite (Fontaine),",lieu de pèlerinage,"
Appeville-dit-Annebaut
",27018,"
lieu de pèlerinage actuellement encore à 
Appeville-dit-Annebaut
 ; anc. chapelle et léproserie."
DT27-10942,"Tuilerie (La),",hameau,"
Appeville-dit-Annebaut
",27018,"
hameau d’
Appeville-dit-Annebaut
."
DT27-11465,"Vieux-Montfort (Le),",ferme,"
Appeville-dit-Annebaut
",27018,"
ferme à 
Appeville-dit-Annebaut
."
DT27-00124,"Androlles,",moulin,"
Asnières
",27021,"
moulin à 
Asnières
."
DT27-00152,"Annerole,",moulin,"
Asnières
",27021,"
moulin à 
Asnières
."
DT27-00234,"Aubinière (L’),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-00272,"Autelin (L’),",ferme,"
Asnières
",27021,"
ferme à 
Asnières
."
DT27-00751,"Beuzerie (La),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-00978,"Bois-Dufour (Le),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-01035,"Bois-Lambert,",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-01399,"Boulangerie (La),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-02734,"Chevrel,",moulin,"
Asnières
",27021,"
moulin à 
Asnières
."
DT27-02884,"Clos-Savatier (Le),",lieu-dit,"
Asnières
",27021,"
lieu-dit à 
Asnières
."
DT27-03146,"Cotellerie (La),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-03285,"Cour-du-Château (La),",ferme,"
Asnières
",27021,"
ferme à 
Asnières
."
DT27-03349,"Coutil-Blanc (Le),",lieu-dit,"
Asnières
",27021,"
lieu-dit à 
Asnières
."
DT27-04269,"Fontaine-de-Saint-Féréol (La),",affluent,"
Asnières
",27021,"
affluent de la Calonne à 
Asnières
."
DT27-04371,"Forge-au-Baron (La),",hameau,"
Asnières
",27021,"
hameau d’
Asnières
."
DT27-06380,"Longblon,",fief,"
Asnières
",27021,"nom donné au fief d’
Asnières
 sis à Sans-Jean Asnières, relevant du Pin, 1662."
DT27-08141,"Orbec,",fief,"
Asnières
",27021,"
fief voisin d’
Asnières
."
DT27-08621,"Pierre de la Motte (La),",dolmen,"
Asnières
",27021,"
dolmen à 
Asnières
, au bord d’un ancien chemin de Cormeilles à Bernay."
DT27-04999,"Grammont-près-Gaillon (Notre-Dame de),",prieuré,"
Aubevoie
",27022,"
prieuré à 
Aubevoie
 annexé en 1502 à celui de Notre-Dame-du-Parc ou Grammont-de-Rouen, puis avec lui au collége des Jésuites de Rouen."
DT27-05179,"Grèz (Les),",hameau,"
Baeubray
",27047,"
hameau de 
Baeubray
."
DT27-08637,"Pierre Tournante (La),",menhir détruit,"
Bandemont
",27121,"
menhir détruit à 
Bandemont
 
vers 1840."
DT27-07470,"Monts (Les),",quart de fief,"
Barneville
",27039,"
quart de fief à 
Barneville
, relevant de Mauny."
DT27-07698,"Moulin-des-Côtes (Le),",hameau,"
Barneville
",27039,"
hameau partagé entre 
Barneville
 et Caumont."
DT27-06646,"Manebret,",manoir,"
Bas-Caumont
",27133,"
manoir au 
Bas-Caumont
, devenu Saint-Brice au 
xvii
e siècle."
DT27-07659,"Moulin-de-Basville (Le),",maison isolée,"
Basville
",27062,"
maison isolée, à 
Basville
."
DT27-07684,"Moulin-de-la-Vallée (Le),",maison isolée,"
Basville
",27062,"
maison isolée, à 
Basville
."
DT27-10745,"Tomberie (La),",hameau,"
Basville
",27062,"
hameau de 
Basville
, aujourd’hui Berville-en-Roumois ; fief."
DT27-11093,"Vallée (La),",hameau,"
Basville
",27062,"
hameau de 
Basville
."
DT27-01790,"Bruyère (La),",hameau,"
Bathouville
",27061,"
hameau de 
Bathouville
."
DT27-01182,"Bordeaux (Les),",hameau,"
Baubray
",27047,"
hameau de 
Baubray
."
DT27-02936,"Colombier (Le),",château et huit,"
Baubray
",27047,"
château et huite de fief à 
Baubray
, relevant du comté d’Évreux."
DT27-00211,"Arrangris,",hameau,"
Beauficel
",27048,"
hameau de 
Beauficel
."
DT27-00407,"Barre (La),",hameau,"
Beauficel
",27048,"
hameau de 
Beauficel
 ; fief."
DT27-00817,"Blainville,",fief,"
Beauficel
",27048,"
fief à 
Beauficel
."
DT27-01581,"Bouvetière (La),",hameau,"
Beauficel
",27048,"
hameau de 
Beauficel
."
DT27-01681,"Brière (La),",fief,"
Beauficel
",27048,"
fief à 
Beauficel
."
DT27-01789,"Bruyère (La),",fief,"
Beauficel
",27048,"
fief à 
Beauficel
 en 1409."
DT27-03058,"Cornet (Le),",hameau,"
Beauficel
",27048,"
hameau de 
Beauficel
."
DT27-05561,"Hautes-Barres (Les),",lieu-dit,"
Beauficel
",27048,"
lieu-dit à 
Beauficel
."
DT27-06128,"Lande-Asselin (La),",hameau,"
Beauficel
",27048,"
hameau partagé entre 
Beauficel
 et Lorleau."
DT27-06346,"Logis (Le),",ferme,"
Beauficel
",27048,"
ferme à 
Beauficel
."
DT27-06814,"Mare-de-la-Livrée (La),",lieu-dit,"
Beauficel
",27048,"
lieu-dit à 
Beauficel
."
DT27-08074,"Nouveau-Monde (Le),",hameau,"
Beauficel
",27048,"
hameau de 
Beauficel
."
DT27-08263,"Parlement (Le),",ferme,"
Beauficel
",27048,"
ferme à 
Beauficel
."
DT27-00554,"Beaumont-la-Ville,",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-01226,"Bosc-Anglier,",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-03924,"Espée (L’),",huit,"
Beaumontel
",27050,"
huite de fief à 
Beaumontel
, relevant de Beaumont-le-Roger."
DT27-05138,"Granges (Les),",ferme,"
Beaumontel
",27050,"
ferme à 
Beaumontel
."
DT27-05432,"Hamel-as-Vachiers,",,"
Beaumontel
",27050,"
1222, à 
Beaumontel
."
DT27-05722,"Herpinière (La),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
 ; fief-manoir de Harpin (L. P.)."
DT27-06391,"Long-du-Bois (Le),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-06477,"Luisignell,",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-07091,"Menestraux (Les),",ancien hameau,"
Beaumontel
",27050,"
ancien hameau de 
Beaumontel
 ; terres cultivées par des métayers (L. P.)."
DT27-07250,"Métreaux (Les),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-07622,"Moulin-à-Foulon (Le),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-07884,"Neufs-Moulins (Les),",hameau et fief,"
Beaumontel
",27050,"
hameau et fief à 
Beaumontel
, relevant d’Harcourt."
DT27-08239,"Parc (Le),",maison isolée,"
Beaumontel
",27050,"
maison isolée, à 
Beaumontel
."
DT27-08301,"Pâtures (Les),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-08628,"Pierrelée,",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
 ; fief ; ancien menhir."
DT27-08741,"Plardière (La),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-09327,"Riôme (Le),",maison isolée,"
Beaumontel
",27050,"
maison isolée, à 
Beaumontel
."
DT27-09955,"Saint-Julien (Prairie de),",prairie baignante,"
Beaumontel
",27050,"
prairie baignante à 
Beaumontel
."
DT27-11096,"Vallée (La),",hameau,"
Beaumontel
",27050,"
hameau de 
Beaumontel
."
DT27-00807,"Bitumei,",rue,"
Bec
",27052,"
rue au 
Bec
."
DT27-03799,"Écoute-Pluie,",bois,"
Bec
",27052,"
bois au 
Bec
."
DT27-09895,"Saint-Herluin,",chapelle,"
Bec
",27052,"
chapelle voisine du 
Bec
, détruite en 1417 par les Anglais (Guilmeth)."
DT27-10968,"Tuteil,",lieu-dit,"
Bec
",27052,"
lieu-dit au 
Bec
."
DT27-11583,"Vitecoq (Vallée de),",,"
Bec
",27052,"au 
Bec
."
DT27-04938,"Gohaigne (La),",hameau et vavassorie,"
Benzeville
",27065,"
hameau et vavassorie à 
Benzeville
."
DT27-02257,"Carrière (La),",fief,"
Berceloup
",non,"second nom du fief de 
Berceloup
, à Louviers."
DT27-09690,"Saint-Antoine de Pont-de-l’Arche,",prieuré,"
Bernardines
",non,"
prieuré de 
Bernardines
, fondé en 1634."
