Vedette Longue (>30chars)
out:DT15-00059	Air-de-Bournoncles, fusionnée en 1973 avec Pleaux (L')
out:DT15-00561	Aygade-du-Bancarel (La Font de l')
out:DT15-00803	Baraque-du-Pont de Viadeyre (La)
out:DT15-01676	Boissines-Basses et Hautes (Les)
out:DT15-01721	Bonnac (Le Moulin du Couderc de)
out:DT15-01862	Borie-de-l'église-de-Nieudan (La)
out:DT15-03741	Chapelle-du-Pont-des-Taules (La)
out:DT15-04490	Coindes-Soubro et Coindes-Soutro
out:DT15-04667	Combe-Grufueire (La Bruyère de la)
out:DT15-05298	Croix-du-Baron (La) ou les Quatre-Chemins
out:DT15-05996	Espinouze-Basse et Espinouze-Haute
out:DT15-09306	Maisonnette-du-riou-del-Bos (La)
out:DT15-09321	Maison-Neuve (Les deux Moulins de la)
out:DT15-09334	Maison-Neuve (La) ou la Vitarelle
out:DT15-09340	Maison-Neuve-du-Pont-de-la-Pierre (La)
out:DT15-09384	Malathèze (La) et La Malathèze-Bas
out:DT15-09849	Maurlhieire (La) (situation inconnue)
out:DT15-10077	Meyriniac (Le Grand et le Petit)
out:DT15-10731	Moulin-de-Champs-sur-Tarentaine-Marchal (Le)
out:DT15-10738	Moulin-de-la-Besseire-de-l'Air (Le)
out:DT15-13301	Ribes-Soubronnes et Soutronnes (Les)
out:DT15-13330	Ribeyre-Soubronne et Soutronne (La)
out:DT15-13377	Rieu-Freix-le-Grand (Le) et le Petit
out:DT15-14117	Saignes (chef-lieu de canton de l'arrondissement de Mauriac)
out:DT15-15227	Tioule-Soubranne et Soutranne (La)
out:DT15-16517	Voie d'Argentat (corrèze) à Allanche
out:DT15-16521	Voie de Mur-de-Barrez (Aveyron) à Aurillac par Raulhac
out:DT15-16522	Voie de Mur-de-Barrez (Aveyron) au Plomb du Cantal, par Raulhac
out:DT15-16523	Voie de Puy-Basset à Figeac (Lot)
out:DT15-16525	Voie de Saint-Flour à Chaudes-Aigues
out:DT15-16528	Voie Romaine d'Arches au Mas-de-Jordanne
out:DT15-16529	Voie Romaine de Belbex à Argentat (Corrèze)
out:DT15-16530	Voie Romaine de Cistrières à Massiac
out:DT15-16531	Voie Romaine de Dienne à la Roche-Canillac
out:DT15-16532	Voie Romaine de Figeac à Massiac par le col de Cabre
out:DT15-16533	Voie Romaine de Limoges à Clermont
out:DT15-16534	Voie Romaine de Rodez à Saint-Paulien
out:DT15-16535	Voie Romaine de Ruynes-en-Margeride à Aubijoux par Allanche
out:DT15-16536	Voie Romaine de Toulouse à Clermont par Rodez, Anterrieux et Brioude
out:DT15-16537	Voie Romaine de Vieillevie à la Naute
