Vedette Longue (>30chars)
out:DT44-00101 Ancienne-Monnaie (La rue de l’),
out:DT44-00146 Angle (L’, la Haute et la Basse),
out:DT44-00277 Aubinière (La Haute et la Basse),
out:DT44-00282 Aubrais (Les Grands et les Petits),
out:DT44-00307 Audouinière (La Grande et la Petite),
out:DT44-00323 Aujardière (La Grande et la Petite),
out:DT44-00328 Aulnaie (Le Haut, le Bas et le Milieu),
out:DT44-00330 Aulnaie-de-la-Berthelotière (Le Petit),
out:DT44-00346 Aurière (La Grande et la Petite),
out:DT44-00404 Baclotière (La Haute et la Basse),
out:DT44-00504 Barboire (La Grande et la Petite),
out:DT44-00539 Barillais (La Haute et la Basse),
out:DT44-00655 Barrière-de-la-Maillardais (La),
out:DT44-00656 Barrière-de-l’Epine-des-Haies (La),
out:DT44-00667 Bas-Chemin-de-Saint-Donatien (Le),
out:DT44-00730 Bauche (La Grande et la Petite),
out:DT44-00753 Bauches-du-Désert (Les Grandes),
out:DT44-00876 Beaumanoir (La rue et la place),
out:DT44-01310 Bélorière (La Haute et la Basse),
out:DT44-01324bis Benate (fôret de la), aujourd'hui 
out:DT44-01341 Bérangerais (La Haute et la Basse),
out:DT44-01384 Berligout (Le Grand et le Petit),
out:DT44-01447 Berqueterie (La Haute et la Basse),
out:DT44-01483 Berthelotière (La, et la Petite),
out:DT44-01498 Besnerais (La Grande et la Petite),
out:DT44-01570 Biesse (Les rues de Grande et de Petite),
out:DT44-01610 Bignonnais (La Haute et la Basse),
out:DT44-01622 Bigotais (La Haute et la Basse),
out:DT44-01628 Bigotière (La Haute et la Basse),
out:DT44-01689 Birochère (La Grande et la Petite),
out:DT44-01754 Blanchetière (La Grande et la Petite),
out:DT44-01755 Blanchetière (La Grande et la Petite),
out:DT44-01758 Blanchetterie (La, et la Petite),
out:DT44-01812 Blottière (La Haute et la Basse),
out:DT44-01844 Bodiau (Le Grand et le Petit Haut),
out:DT44-01858 Bodinière (La Basse et La Grande),
out:DT44-01859 Bodinière (La Grande et la Petite),
out:DT44-01860 Bodinière (La Grande et Petite),
out:DT44-01934 Bois (Le, le Petit et le Grand),
out:DT44-01966 Bois-Bonin (Le Grand et le Petit),
out:DT44-02054 Boisdrotière (La Grande et la Petite),
out:DT44-02139 Bois-Joli (Le, le Grand et le Petit),
out:DT44-02243 Boissais (Le Grand et le Petit),
out:DT44-02359 Bonnelais (Le Grande et la Petite),
out:DT44-02364 Bonne-Nouvelle (La chapelle de),
out:DT44-02386 Bons-Enfants (Le cours et la rue des),
