Vedette Longue (>30chars)
out:DT64-01082 Bois de Bugnein (Le ruisseau du),
out:DT64-01084 Bois de l’Évêque (Le chemin du),
out:DT64-01495 Castagnolles et Boupé (Le ruisseau de),
out:DT64-01669 Charra-Farandey (Le ruisseau de),
out:DT64-01691 Chemins du Roi, Chemins du Seigneur : 
out:DT64-03130 Lagarrots et Saint-Ladony (Le ruisseau de),
out:DT64-03385 Laurhibar (Vallée et rivière de),
out:DT64-04854 Saint-Christau (Le ruisseau de),
out:DT64-04871 Sainte-Catherine (Le chemin de),
out:DT64-04898 Sainte-Quiterie (La fontaine de),
out:DT64-04899 Sainte-Quiterie (La fontaine de),
out:DT64-05418 Suscousse (Le col et le bois de),
out:DT64-05465 Teinturerie (Le ruisseau de la),

