Vedette Longue (>30chars)
out:DT88-00190 Arrentés-au-dessus-de-Granges (Les),
out:DT88-00195 Arrentés-du-Ban-de-Longchamp (Les),
out:DT88-00196 Arrentés-du-Ban-de-Vagney (Les),
out:DT88-00515 Baraques-au-Vaud-Blanchard (Les),
out:DT88-00565 Barrière-de-la-Côte-du-Bois (La),
out:DT88-00568 Barrière-de-Pargny-sous-Mureau (La),
out:DT88-00572 Barrière-du-Chemin-de-Chermisey,
out:DT88-00574 Barrière-du-Chemin-de-Saint-Paul,
out:DT88-00608 Bas-de-la-Noire-Goutte-ez-Raffes,
out:DT88-01790 Bourgogne (Traversant le chemin de),
out:DT88-01889 Bralleville (Meurthe-et-Moselle).
out:DT88-01981 Breuil-Saint-Goury (Les Champs du),
out:DT88-02165 Caille-de-l’Espoix (Bois de la),
out:DT88-02927 Chapelle-du-bon-Père-Fourier (La),
out:DT88-02993 Charbonnières-des-Bas-Rupts (Les),
out:DT88-03062 Charrière-des-Pierres (Ruisseau de la),
out:DT88-03482 Chaussée-Pinguant (Étang de la),
out:DT88-03579 Chenevières-de-la-Voite-Scierie,
out:DT88-03772 Claire-Fontaine-au-Cresson (La),
out:DT88-03947 Colline-de-Longchamp (Ruisseau de la),
out:DT88-04016 Commanderie (Près la friche de la),
out:DT88-04104 Cornée-le-Chat (Ruisseau de la),
out:DT88-04235 Côte-sur-la-Rivière-de-Saint-Mouze,
out:DT88-04578 Curtilles-de-Clairegoutte (Les),
out:DT88-04694 Derrière-la-Colline-des-Charbonniers,
out:DT88-04724 Derrière-les-Prés (Ruisseau de),
out:DT88-04743 Dessous-les-Chaussées-de-l’Étang,
out:DT88-04759 Dessus-de-l’Étang-de-Lafin (Au-),
out:DT88-04760 Dessus-de-l’Étang-Gouthière (Le),
out:DT88-04772 Dessus-des-Têtes-du-Rouge-Rupt (Au-),
out:DT88-05203 Envers-du-Rupt-de-Bamont (A l’),
out:DT88-05336 Étang-Boudière (Ruisseau de l’) ou 
out:DT88-05443 Étang-des-Quarelles (Au-dessus de l’),
out:DT88-05537 Étang-la-Grande-Dame (Derrière la Chaussée de l’),
out:DT88-05838 Fardeau-de-Saint-Christophe (Le),
out:DT88-06039 Ferme-de-Monsieur-de-Finance (La),
out:DT88-06331 Fontaine-aux-Dames (Ruisseau de la),
out:DT88-06340 Fontaine-de-Fer (Ruisseau de la),
out:DT88-06348 Fontaine-de-Sainte-Richarde (La) :
out:DT88-06367 Fontaine-des-Trois-Soldats (La),
out:DT88-06379 Fontaine-Gaufy (Ruisseau de la),
