Vedette Longue (>30chars)
out:DT34-00056	Aire d’Henri Bergeon (Mas de l’),
out:DT34-00294	Bailheron, Baillaronne, Bailleron,
out:DT34-01101	Cami Roumîou, Cami das Roumîous, 
out:DT34-01116	Camparines, autrement métairie de 
out:DT34-01654	Combes, terre foraine du Poujol,
out:DT34-02552	Gallia braccata, Narbonnaise, Transalpine, etc.
out:DT34-02751	Grammont, Grandmont, Frégeville, Bricogne,
out:DT34-02915	Hortes (Les), jardin ou tuilerie 
out:DT34-03110	Languedoc (Canal de), du Midi ou 
out:DT34-03244	Lésignan-de-la-Cèbe (de l’Oignon),
out:DT34-03503	Marseille-Basse, Marseille-Haute,
out:DT34-03624	Maury (Mas), autrement métairie 
out:DT34-03830	Montcalmès, Montcalm, Montcaumes,
out:DT34-04002	Moures (Les Grands-), les Petits-Moures,
out:DT34-04136	Notre-Dame-de-Mougères (Chartreuse de),
out:DT34-04142	Notre-Dame-de-Prunet, maintenant 
out:DT34-04721	Saint-Michel-du-Puech-d’Aubaignes,
out:DT34-05227	Saint-Bauzille-de-Montouliers ou 
out:DT34-05244	Saint-Christol-et-Notre-Dame-des-Prés,
out:DT34-05305	Sainte-Marie-Madeleine-d’Octavian,
out:DT34-05319	Saint-Étienne-de-Gourgas-et-Aubagne,
out:DT34-05324	Saint-Étienne-de-Rongas, Rogas ou 
out:DT34-05362	Saint-Gervais-sur-Mare-terre-foraine,
out:DT34-05479	Saint-Martin-de-la-Grenatière ou 
out:DT34-05523	Saint-Michel-du-Puech-d’Aubaigues,
out:DT34-05530	Saint-Nazaire-de-Ventajou et Notre-Dame-de-Félines,
out:DT34-05731	Sauteyrargues-Lauret-et-Aleyrac,
out:DT34-06154	Vacquerie-et-Saint-Martin-de-Castries (La),
