Vedette Longue (>30chars)
out:DT62-01478 Brocodin (Le grand et le petit),
out:DT62-01649 Calais (Canal de), anciennement 
out:DT62-02262 Château-du-Bois-de-Neuville (Le),
out:DT62-02339 Chemin-de-la-Barrière-de-France (Le),
out:DT62-02414 Cité-de-la-Fosse-Numéro-Trois (La),
out:DT62-02415 Cité-de-la-Fosse-Numéro-Huit (La),
out:DT62-02647 Corbière (La Grande et la Petite),
out:DT62-02683 Corons-de-la-Fosse-Numéro-Trois-de-Béthune (Les),
out:DT62-03983 Fontaine-des-Blanchisseurs (La),
out:DT62-03988 Fontaine-des-Trois-Louches (La),
out:DT62-03989 Fontaine-des-Trous-d’Enfer (La),
out:DT62-04045 Fontaine-Sainte-Marguerite (La),
out:DT62-04088 Fontaine-Saint-Soremichiel (La),
out:DT62-04227 Fosse-Numéro-Deux-des-Mines-de-Drocourt (La),
out:DT62-04228 Fosse-Numéro-Cinq-des-Mines-de-Béthune (La),
out:DT62-04229 Fosse-Numéro-Cinq-des-Mines-de-Lens (La),
out:DT62-04230 Fosse-Numéro-Deux-des-Mines-de-Nœux (La),
out:DT62-04231 Fosse-Numéro-Sept-des-Mines-de-Nœux (La),
out:DT62-04232 Fosse-Numéro-Six-des-Mines-de-Lens (La),
out:DT62-04729 Guînes (Le canal, la rivière de),
out:DT62-05344 Hollande (La Grande et la Petite),
out:DT62-06551 Meldicque (La Haute et la Basse),
out:DT62-07200 Moulins-l’Abbé (Le Ruisseau des),
out:DT62-07648 Pays-Conquis, Pays-Reconquis (Le).
out:DT62-08152 Pont-des-Lavendières (Ruisseau du),
out:DT62-08404 Quartier-de-la-Ferme-Valque (Le),
out:DT62-08767 Riviérette-des-Prés-de-Caumont (La),
out:DT62-09611 Sténeland, Saint-Sauveur-de-Sténeland,
out:DT62-09655 Tassart-d’Annequin (Le fief de),
