Vedette Longue (>30chars)
out:DT72-00041 Acon (Ruisseau d’) ou ruisseau des 
out:DT72-00500 Ancien-Étang-de-Bois-Bureau (Ruisseau de l’),
out:DT72-00745 Arche-aux-Moines (Ruisseau de l’),
out:DT72-01509 Auvière (La Grande et la Petite-),
out:DT72-02074 Basinière (La), Basinières (Les).
out:DT72-03762 Bertraie (La Grande, la Haute et 
out:DT72-03764 Bertraie (La Basse, la Grande et 
out:DT72-03855 Besnardières (Les), les Basses et 
out:DT72-04017 Haut-Biard, la Cour-de-Biard et 
out:DT72-04569 Bloteries (Les), les Basses, les Grandes et 
out:DT72-04735 Boirie (La Grande et la Petite-),
out:DT72-05113 Bois-de-Cohardon (Ruisseau des),
out:DT72-05129 Bois-de-la-Crenière (Ruisseau des),
out:DT72-05131 Bois-de-la-Durandière (Le Grand-),
out:DT72-05762 Bordages (Les Bas, les Hauts et 
out:DT72-05958 Borde-Roland (La Borde de Beauregard ou 
out:DT72-05990 Bordes-Chalaigné (Carrefour des),
out:DT72-06168 Bouffetière (La), Bouffière (La).
out:DT72-06325 Boulaie (La), la Petite-Boulaie et 
out:DT72-07154 Boutonnerie (La Grande, la Haute et 
out:DT72-07669 Bretonnières (Les), les Grandes et 
out:DT72-08228 Brunetières (Les), les Basses et 
out:DT72-08612 Buisson-de-Malheur (Ruisseau du).
out:DT72-08618 Buissonnaie (La), Buissonnerie (La).
out:DT72-08911 Butte-des-Landes-de-Rhonne (La),
out:DT72-09195 Cantinerie (La), Cantinière (La), Cantins (Les).
out:DT72-09430 Carrefour-de-la-Bataille (Le) ou 
out:DT72-09432 Carrefour-de-la-Bouguelière (Le)*,
out:DT72-09433 Carrefour-de-la-Croix-Maria (Le)*,
out:DT72-09440 Carrefour-de-la-Souletière (Le)*,
out:DT72-09451 Carrefour-des-Grands-Chênes (Le),
out:DT72-09454 Carrefour-des-Quatre-Chemins (Le)*,
out:DT72-09456 Carrefour-des-Trois-Poiriers (Le),
out:DT72-09460 Carrefour-du-Chemin-Moreau (Le).
out:DT72-10117 Champagne (La Crouzelle, autrement 
out:DT72-10257 Champ-de-la-Baronnerie (Le Petit-),
out:DT72-11014 Chapelle-où-la-Chèvre-prit-le-Loup (La)*,
out:DT72-11045 Chapelle-Sainte-Pétronelle (La)*,
out:DT72-11048 Chapelle-Saint-Martin (Ruisseau de la),
out:DT72-11328 Chasse-Royale (Carrefour de la),
out:DT72-11642 Châtelet (Le), le Grand-Châtelet et 
out:DT72-12257 Chêne-à-la-Bataille (Carrefour du),
out:DT72-12264 Chêne-aux-Dolleurs (Carrefour du),
out:DT72-13113 Cinq-Chemins (Carrefour des) ou 
out:DT72-13412 Clos-de-Charbonnières (Le Grand-),
out:DT72-13650 Cochinière (La Grande et la Petite-),
out:DT72-13722 Cohardonne (Le Petit-Moulin ou)*,
out:DT72-13773 Coin-des-Chopinières (Le Petit-),
out:DT72-13925 Commanderie-Sainte-Catherine (La).
out:DT72-14520 Cornillère-de-Mauquartier (La)*,
out:DT72-14656 Couannière (La Grande et la Petite-),
out:DT72-14775 Coudray (Le), le Bas, le Haut et 
out:DT72-15188 Courbes (Les), les Basses, les Grandes et 
out:DT72-15253 Cour-de-Courtemanche (La Basse-),
out:DT72-15844 Crochère (La), la Basse, la Grande et 
out:DT72-16030 Feste Villain (Le bordage de la)*,
out:DT72-16200 Croix-Boissée (Carrefour de la),
out:DT72-16204 Croix-Boissée (Carrefour de la),
out:DT72-16259 Croix-de-Coslin (Carrefour de la),
out:DT72-16284 Croix-de-la-Forge (Carrefour de la),
out:DT72-16350 Croix-des-Brosses (Carrefour de la),
out:DT72-16356 Croix-des-Cinq-Fosses (Carrefour de la),
out:DT72-16374 Croix-des-Marnières (Carrefour de la),
out:DT72-16379 la Petite-Croix-des-Roberdières,
out:DT72-16383 Croix-des-Trois-Paroisses (La)*,
out:DT72-16394 Croix-Dolbeau (Carrefour de la),
out:DT72-16402 Croix-du-Billot (Carrefour de la),
out:DT72-16404 Croix-du-Boulay (Carrefour de la),
out:DT72-16418 Croix-du-Grand-Saint-Léonard (La),
out:DT72-16531 Croix-Pergeline (Carrefour de la),
out:DT72-16570 Croix-Saint-Denis (Carrefour de la),
out:DT72-17243 Domaine-de-l’Abbaye-de-Tironneau (Le)*,
out:DT72-17655 Échelau-près-Saint-Hippolyte (L’)*,
out:DT72-17775 Écoublère (Ruisseau de l’) ou de la 
out:DT72-17802 Écurettes (Les), les Grandes et 
out:DT72-17858 Éguillonnerie (L’), Éguillonnière (L’).
out:DT72-18474 Étang-Bouchard (Ruisseau de l’) ou de la 
out:DT72-18487 Étang-de-la-Groirie (Ruisseau de l’),
out:DT72-18492 Étang-de-Malidort (Ruisseau de l’),
out:DT72-18496 Étang-de-Saint-Ulphace (Ruisseau de l’),
out:DT72-18499 Étang-des-Pierres (Ruisseau de l’).
out:DT72-18505 Étang-du-Breil (Ruisseau de l’),
out:DT72-18518 Étang-Neuf (Ruisseau de l’) ou de la 
out:DT72-18667 Fabrique (La Grande et la Petite),
