Vedette Longue (>30chars)
out:DT10-00043	Ardusson (Justice de la rivière d').
out:DT10-00144	Barbuise (La mairie royale de la),
out:DT10-00154	Barrière-de-la-Ferme-Neuve (La),
out:DT10-00271	Bercenay-en-Othe (Moulin à vent de),
out:DT10-00277	Bergerie-des-Pièces-aux-Dames (La),
out:DT10-00554	Carpière-des-Champs (Étang de la),
out:DT10-00660	Chapelle de la Sainte-Vierge (La),
out:DT10-00664	Chapelle-Godefroy (Moulin de la),
out:DT10-00752	Chemin de Bray à Châlons-sur-Marne,
out:DT10-00755	Chemin de Courcelange, des Sarrasins ou 
out:DT10-00796	Chemin de Troyes (Ancien), dit aussi 
out:DT10-00797	Chemin de Troyes à Tonnerre (Grand),
out:DT10-00834	Chevret (Bois du Grand et du Petit),
out:DT10-00870	Cimetière gallo-romain et mérovingien,
out:DT10-00911	Commanderie de l'ordre Teutonique (La),
out:DT10-00912	Commanderie de l'ordre Teutonique (La),
out:DT10-00913	Commanderie de Saint-Flavit (La),
out:DT10-00914	Commanderie du Temple (La), de Sencey ou 
out:DT10-00924	Congrégation de Notre-Dame (La),
out:DT10-01123	Doches et la Croix-de-Doches (Mairie royale de),
out:DT10-01226	Exploitations de minerai de fer.
out:DT10-01236	Faux-Fossés-Saint-Nicolas (Les),
out:DT10-01312	Fontaine-Saint-Georges (Ruisseau de),
out:DT10-01347	Forge de Saint-Bernard (La), précédemment 
out:DT10-01353	Forges du Temple-lez-Vendeuvre (Les),
out:DT10-01530	Guillotière (Chaussée de la) ou 
out:DT10-01597	Île-sous-Saint-Jean-de-Bonneval,
out:DT10-01878	Maumarchais (Étang des Grands-),
out:DT10-01879	Maumarchais (Étang des Petits-),
out:DT10-01909	Méry (La rivière et les moulins de),
out:DT10-02098	Moulin-d'en-Bas-du-Château (Le),
out:DT10-02135	Moulins de Nogent-sur-Seine (Les),
out:DT10-02257	Ossey-les-Trois-Maisons, et mieux 
out:DT10-02294	Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse avant la guerre de 1870.
out:DT10-02295	Passages à niveau du chemin de fer de Troyes à Châtillon-sur-Seine.>
out:DT10-02296	Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.
out:DT10-02697	Ruisseau des Étangs-de-Saulcy (Le),
out:DT10-02760	Sainte Fontaine-en-Preize (La) ou 
out:DT10-02789	Sainte-Valdeburge (Fontaine de),
out:DT10-02797	Saint-Gabriel, la Ferme-Neuve ou 
out:DT10-02839	Saint-Léger-sous-Brienne, autrefois 
out:DT10-02902	Saint-Pierre-aux-Bois, autrefois 
out:DT10-03007	Stations du chemin de fer de Paris à Mulhouse, auj. 
out:DT10-03007	à Belfort ; traversée du département de l'Aube.
out:DT10-03008	Stations du chemin de fer d'Orléans à Châlons-sur-Marne ; traversée du département de l'Aube.
out:DT10-03009	Stations du chemin de fer de Troyes à Châtillon-sur-Seine.
out:DT10-03042	Teurée, Theulée, Theurée, Turée ou 
out:DT10-03117	Trinité-Saint-Jacques (La), d'abord simplement 
out:DT10-03127	Tronchois (Fontaine du vallon de),
out:DT10-03184	Turée de la ferme de Buis-le-Comte,
out:DT10-03198	Usages-d'Estissac (Les Grands et 
out:DT10-03299	Vauriot (La), la Voie Riot, la Voie royale, la Voriau,
out:DT10-03404	Ville-au-Bois-lez-Soulaines (La),
out:DT10-03405	Ville-au-Bois-lez-Vendeuvre (La), ou 
out:DT10-03488	Voie de Brienne-le-Château a Troyes,
out:DT10-03489	Voie de Châlons-sur-Marne à Sens ou 
out:DT10-03604	Fontaine (près de Bar-sur-Aube).
