Vedette Longue (>30chars)
out:DT56-00121 Assemblée-Nationale (Rue de l’),
out:DT56-00155 Baden (Ruisseau du Moulin-de-) ou 
out:DT56-00629 Bernéan (Ruisseau des Bois-de-), de la Ville-Renaud, de Roblot ou 
out:DT56-00804 Blatiers (Chemin des) (distinct du précédent),
out:DT56-01205 Bonervaud (Ruisseau de l’Étang-de-) ou 
out:DT56-01222 Bonne-Femme-Texier (Croix de la),
out:DT56-01225 Bonne-Fontaine (Ruisseau de la),
out:DT56-01243 Bonvallon (Ruisseau du Pont-de-) ou 
out:DT56-01394 Botconan (Ruisseau du Moulin-de-).
out:DT56-01400 Botcuon (Ruisseau de la Fontaine-de-).
out:DT56-01579 Bouillon (Ruisseau du Douet-du-),
out:DT56-01585 Bouillons (Ruisseau de la Noë-des-),
out:DT56-01649 Bourg (Ruisseau de la Fontaine-du-),
out:DT56-01650 Bourg (Ruisseau de la Fontaine-du-),
out:DT56-01861 Bréguélo (Ruisseau de la Fontaine-de-),
out:DT56-01943 Brété (Ruisseau de la Fontaine-),
out:DT56-01946 Brétigné (Ruisseau de la Fontaine-).
out:DT56-02101 Buille (Lande et ruisseau de la Lande-),
out:DT56-02242 Camblen (Ruisseau du), du Houé ou 
out:DT56-02637 Chapelle-Neuve (Ruisseau de la), de Tellené ou 
out:DT56-02648 Charlic (Ruisseau de la Fontaine-),
out:DT56-02767 Chauzel (Ruisseau du Moulin-de-).
out:DT56-03001 Clayes (Ruisseau du Douet-des-) :
out:DT56-03111 Clos-des-Bouillons (Fontaine du),
out:DT56-03145 Clôture-de-l’Épine (Chemin de la),
out:DT56-03197 Cochelin (Ruisseau du Moulin-de-),
out:DT56-03452 Coipion (Ruisseau du Marais de),
out:DT56-03529 Comper (Ruisseau du Moulin-Bas-de-) ;
out:DT56-03603 Cordier (Ruisseau de la Fontaine-du-),
out:DT56-03681 Corrorgant (Ruisseau du Moulin-de-),
out:DT56-03825 Coudrais (Croix et lande de la),
out:DT56-03986 Cranic (Ruisseau de l’Étang-du-),
out:DT56-04129 Croix-des-Marais (Chemin de la),
out:DT56-04154 Croix-Martin (Moulin à vent de la),
out:DT56-04385 Douve-des-Noyers (Chemin de la),
out:DT56-04475 Écrans (Commun de la Butte des),
out:DT56-04643 Er-Viel (Ruisseau de la Fontaine-).
out:DT56-04676 Étang-Neuf (Moulin à eau de l’),
out:DT56-04703 Evriguet (Ruisseau d’), du Verger ou 
out:DT56-04775 Ferme-du-Bourg (Ruisseau de la),
out:DT56-04931 Fontaine-de-la-Vierge (Ruisseau de la),
out:DT56-04932 Fontaine-du-Bourg (Ruisseau de la),
out:DT56-04933 Fontaine-du-Bourg (Ruisseau de la), du Pont-de-Bodel ou 
out:DT56-04934 Fontaine-du-Bourg (Ruisseau de la),
out:DT56-04935 Fontaine-du-Bourg (Ruisseau de la),
out:DT56-04936 Fontaine-du-Bourg (Ruisseau de la),
out:DT56-04937 Fontaine-du-Bourg (Ruisseau de la),
out:DT56-04938 Fontaine-ès-Mézio (Ruisseau de la) ou 
out:DT56-04944 Fontaine-Moisan (Ruisseau de la).
out:DT56-04949 Fontaine-Neuve (Ruisseau de la),
out:DT56-04958 Fontaines-Grêles (Ruisseau des),
out:DT56-05461 Goëlan (Ruisseau de la Noë-de-),
out:DT56-05487 Gohen (Ruisseau de la Lande-du-).
out:DT56-05864 Granic (Ruisseau de la Fontaine du),
out:DT56-06111 Gros-Four (Ruisseau de la Noë-du-),
out:DT56-06503 Guichardaye-de-Saint-Julien (La),
out:DT56-06844 Hivard-Monter-Clos-er-Marès (Chemin),
out:DT56-07852 Kerdaniel (distinct du précédent),
out:DT56-09561 Kerlézan (Ruisseau du Commun-de-) ou 
out:DT56-11381 Lande-de-Rennes (Ruisseau de la),
out:DT56-11383 Lande-des-Gardes (Ruisseau de la).
out:DT56-11416 Landes (Moulin à vent et chemin des),
out:DT56-11458 Langario (Ruisseau des Prés-de-),
out:DT56-11685 Laudren (Ruisseau de la Fontaine-),
out:DT56-11713 Launay (Ruisseau de la Fontaine-de-la-Noë-de-),
out:DT56-11726 Launay-Robert (Ruisseau du Pâtis-de-).
out:DT56-11775 Légumes et au Poisson (Place aux),
out:DT56-12569 Maison-Neuve-de-la-Grande-Lande,
out:DT56-12803 Marché-au-Froment (Grande Rue du),
out:DT56-12806 Marché-au-Seigle (Grande Rue du),
out:DT56-12838 Mare-de-Caradeu (Ruisseau de la).
out:DT56-12868 Marmouillettes-du-Commun-de-la-Ruézie (Les),
out:DT56-12917 Maupertuis-de-la-Touche-Buis (Le),
out:DT56-13232 Miséricorde (Chapelle isolée et 
out:DT56-13527 Moustoir (Ruisseau de la Lande-du-Grand-) ou 
out:DT56-13730 Noë (Ruisseau de la Fontaine-de-la-),
out:DT56-13743 Noë-des-Poncereaux (Ruisseau de la).
out:DT56-13807 Notre-Dame (Ruisseau de la Fontaine-),
out:DT56-13993 Parc-Hécheigueino (Ruisseau du),
out:DT56-14005 Parc-Lann-er-Gorgniel (Fontaine du),
out:DT56-14108 Patouillés (Ruisseau de la Mare des),
out:DT56-14369 Penlann (Ruisseau du Moulin-de-),
out:DT56-14522 Perrières-Morinais (Grotte des),
out:DT56-15020 Pont-des-Cruyères (Ruisseau du),
out:DT56-15377 Pont-Tournant (Moulin à eau du),
out:DT56-16018 Prince (Deux moulins à vent du),
out:DT56-16024 Prince-de-la-Châtaigneraie (La),
out:DT56-16029 Prise-des-Chevreuils (Pont de la),
out:DT56-16403 Reconnaissance (Quartier de la),
out:DT56-16784 Roches-au-Vent (Moulin à vent des),
out:DT56-16823 Rodoué-de-Kergolen (Ruisseau du),
out:DT56-17073 Roux (Ruisseau du Pont-aux-) ou 
out:DT56-17622 Saint-Jean-de-la-Boucherie (Rue),
out:DT56-17692 Saint-Malo-de-Beignon (Ruisseau de),
