Vedette Longue (>30chars)
out:DT05-00024	Adrech (L') [Quartier situé au midi],
out:DT05-00542	Beal-du-Bers (Le) [Ruisseau du berceau],
out:DT05-00565	Beal-des-Vèges (Le) [Ruisseau des osiers],
out:DT05-00720	Bergeries-de-Pea (Les) [Les bergeries de la montée],
out:DT05-00886	Boisserate-Clote (La) [Le bosquet plat],
out:DT05-01049	Bouynette (La) [La petite borne],
out:DT05-01092	Bréziers (Mandement de) et Rochebrune.
out:DT05-01100	Bric-Bouchet (Le) [Bric, rocher],
out:DT05-01108	Brisons (Les) [Les petits fragments],
out:DT05-01175	Bugadiers (Les) [Les lessiveurs],
out:DT05-01293	Casse (La) [Les pierres brisées],
out:DT05-01447	Chalance (La) [Source en pente],
out:DT05-01557	Champ-de-l'Are [Champ de l'aire],
out:DT05-01558	Champ-de-l'Aure [Champ du vent],
out:DT05-01562	Champ-de-l'Hort (Le) [Champ du jardin],
out:DT05-01592	Champ-du-Riou [Champ du ruisseau],
out:DT05-01596	Champ-du-Serre [Champ de la colline],
out:DT05-01599	Champ-du-Viol [Champ du sentier],
out:DT05-01634	Champ-la-Draye [Champ du sentier],
out:DT05-01638	Champ-la-Jaouta [Champ la joue],
out:DT05-01904	Châteauneuf-de-Chabre (Mandement de).
out:DT05-02108	Civayères (Les) [Les avoinières],
out:DT05-02796	Couaste-la-Serp [La côte du serpent],
out:DT05-02809	Coudounier (Le) [Le coignassier],
out:DT05-03057	Dessourre-l'Aoura [Sous le vent],
out:DT05-03063	Deux-Rua (Les) [Les deux ruisseaux],
out:DT05-03087	Déviravoire (La) [L'embranchement],
out:DT05-03133	Draye (La) [Sentier de troupeaux],
out:DT05-03543	Fenières (Les) [Les greniers à foin],
out:DT05-03565	Feynières (Les) [Les greniers à foin],
out:DT05-03602	Fonds-des-Bermonds (Torrent des),
out:DT05-04315	Grand-Erme (Le) [Erme ; terre inculte],
out:DT05-04317	Grande-Sagne (La) [Le grand marais],
out:DT05-04351	Grand-Serre (Le) [La grande colline],
out:DT05-04355	Grand-Ubac (Le) [Ubac ; terrain exposé au nord],
out:DT05-04414	Granges-des-Adrets (Les) [Adret ; terrain exposé au midi],
out:DT05-04454	Gravières-de-Riou-Peirous (Les),
out:DT05-04463	Grés (Les) [Les terres légères],
out:DT05-04557	Haut-Bouffet (Le) [Bouffet ; soufflet],
out:DT05-04623	Hourtouns (Les) [Les jardinets],
out:DT05-04664	Iscle (L') [Bois taillis sur des graviers],
out:DT05-04679	Issartin (L') [Le petit défrichement],
out:DT05-04697	Jallets (Les) [Les petits coqs],
out:DT05-05001	Lavine (La) [Le rocher marneux],
out:DT05-05022	Lèche (La) [Le piège à oiseaux],
out:DT05-05045	Liche (La) [Abreuvoir des bêtes sauvages],
out:DT05-05275	Maratoysse [Le mauvais taillis],
out:DT05-05404	Matagots (Les) [Les diablotins],
out:DT05-05647	Montée-de-Sainte-Catherine (La),
out:DT05-05826	Mouvas-Devez [Mauvaise défense],
out:DT05-05830	Muande (La) [La cabane de bergers],
out:DT05-06074	Pallières-de-Saint-Chaffrey (Les),
out:DT05-06343	Peyroou-Rout (Le) [Le chaudron cassé],
out:DT05-06386	Pied-de-la-Poua (Le) [Le pied de la montée],
out:DT05-06615	Plançons (Les) [Les jeunes arbres],
out:DT05-06817	Poursioux (Les) [Les loges à porc],
out:DT05-06900	Pras-des-Fiés (Les) [Les prés des brebis],
out:DT05-07013	Pré-du-Valla (Le) [Pré du fossé],
out:DT05-07075	Pré-les-Ramas (Le) [Pré des rameaux],
out:DT05-07319	Rabou et Chaudun (Mandement de).
out:DT05-07343	Randouillet (Le) [L'hirondelle],
out:DT05-07442	Restouble (Le) [Culture d'un champ déjà cultivé l'année précédente],
out:DT05-07525	Rif-du-Sap (Le) [Le ruisseau du sapin],
out:DT05-07531	Rif-Tort (Le) [Le ruisseau tordu],
out:DT05-07557	Riou-Bourdoux (Le) [Le ruisseau bourbeux],
out:DT05-07677	Roche-des-Arnauds (Mandement de la).
out:DT05-07999	Saint-André-de-Rosans (Mandement de).
out:DT05-08302	Saint-Sépulcre-de-la-Pierre-Sainte (Le),
out:DT05-08371	Sarrailles (Les) [Les serrures],
out:DT05-08408	Sauque (La) [Association de deux hommes et une femme qui se louent pour faire la moisson],
out:DT05-08613	Serre-des-Coucourdes (Le) [Colline des potirons],
out:DT05-08709	Serre-Nier (Le) [Colline noire],
out:DT05-08733	Serre-Sibland (Le) [Colline sifflante],
out:DT05-08996	Tomplas (Le) [Le gouffre d'eau],
out:DT05-09090	Trai-le-Serre [Au delà de la colline],
out:DT05-09200	Turge-de-la-Suffie (La) [Turge, stérile],
out:DT05-09210	Ubac (L') [Terrain situé au nord],
out:DT05-09258	Vabres (Les) [Fossé formé par les orages],
out:DT05-09411	Vernai (Le) [Les mots Vernai, Vernes, Vernet, etc., viennent de 
out:DT05-09464	Vie-Estreche (La) [Route étroite],
out:DT05-09618	Viol-d'Aval (Le) [Le sentier du bas],
