Vedette Longue (>30chars)
out:DT23-00168	Allis-Bas (Les) et Allis-Hauts (Les),
out:DT23-00422	Austeis, Auteis, Auteix, Auteys (Les).
out:DT23-02146	Bois-Giraud appelé aussi Bois-des-Pauvres.
out:DT23-02685	Boucheresse de la Bouzolle (La),
out:DT23-03626	Busco (Ecclesia Sancti Pardulfi de),
out:DT23-04623	Chapelle Saint Jean de Lorme (La),
out:DT23-05040	Château de la Chapelle-Saint-Martial.
out:DT23-05100	Château de Saint-Georges-la-Pouge.
out:DT23-05101	Château de Saint-Germain-Beaupré.
out:DT23-05375	Chaume de la Chassagne De La Villatte,
out:DT23-05408	Chaume du Malanède et de la Maisonnade,
out:DT23-05747	Cher et de la Brionne (Ruisseau du),
out:DT23-05781	Cher aux Ortz en Franc-Alleu (Le).
out:DT23-06219	Chez la Marchande de Pierrebrune,
out:DT23-07777	Côtes des Mottes et du Barry (Les),
out:DT23-09255	Etang de la Fontaine du Coudert,
out:DT23-09946	Font de Saint Eloy et Pranadaux,
out:DT23-11040	Gaulières (Les) et Les Gauliers,
out:DT23-11471	Goutte (La Grande) et Les Gouttes,
out:DT23-11551	Gouttes (Les) et Grandes Gouttes,
out:DT23-11580	Gouttes de Saint-Loup et Gouttes De Géry,
out:DT23-11670	Grand Bois de Chez Chapeau (Le),
out:DT23-12230	Guillelmi Rollandi (Locus Domini),
out:DT23-12326	Hostely, Houteys (Les), Houlteix
out:DT23-13122	Lavaud, le Prat et Les Rivailles,
out:DT23-13721	Maison-Braud de Champaville (La),
out:DT23-13928	Mansus au Verz et … in manso quem tenet bolet,
out:DT23-14495	Mazeirolas, Mazerolas, Mazeyrolas,
out:DT23-15040	Monte Mourmo (Ou Monte Mourino),
out:DT23-17384	Pierre-aux-Fées (La) (En Patois : la Peira de La Fada),
out:DT23-17399	Pierre Bourgnon (La) (En Patois : la Peira Bourgnu),
out:DT23-17411	Pierre-des-Trois-Seigneuries (La),
out:DT23-17469	Pierre-Pointue (La), Dite aussi Pierre-à-l’Homme (La) (En Patois : la Peira Pointa et La Peira A L’ome),
out:DT23-17699	Planche (Ruisseau des Prés de la),
out:DT23-20084	Roche-au-Peyre-de-las-Exides (La),
out:DT23-21025	Sancti Pardulfi de Busco (Ecclesiam),
out:DT23-21136	Sauzades Dites les Cotes Lardi (Les),
out:DT23-21691	Taille de la Couture d’En-Bas (La),
out:DT23-21752	Tailles de Chateaubrun De Virli,
out:DT23-21900	Teil des Moles, Teilh de Las Mollas.
out:DT23-22363	Tresdecim Ventis (Turnellus de),
out:DT23-22962	Vergnauds (Les) et Les Vergnaux,
out:DT23-23354	Vignes (Les), Les Vignesses, Les Vignettes,
